,name,latitude,longitude,adress,photo_id,photo_width
289,Баскетбольная площадка,55.7647687,37.8570065,"ул. Советская, 6А, Реутов, Московская обл., Россия, 143960",,
290,Спортивная площадка,55.7710403,37.864102,"Unnamed Road, Реутов, Московская обл., Россия, 143960",,
291,Футбольная / Баскетбольная площадка,55.7447606,37.76786,"ул. Плеханова, 23 корпус 2, Москва, Россия, 111398",Aap_uEDqqG_IbB74PX3cfUDErEW7eI01Blos9a5N7BRXNtt73F5oKpQqXkbQJ0EqWHGahjsqxBXPbtoW1KdsU2FhnyyoraiU8AMryptlK3-odlnGlOz4FBIt-JNcJfAFxB1_S299uWrrH-eSE5cSNKfqlBxjiNvaccLIx_xMkoKvVQqieijA,1280.0
292,Футбольно-баскетбольная площадка,55.7014733,37.8143319,"Ташкентская ул., 21 строение 3, Москва, Московская обл., Россия, 109444",Aap_uEAypTqXz8fjAALsq1qG35h_0R0x2xohHOWkRwdHoqATD_GQQ0pEVwNm5I-IJSKPfXi5knQWos4fjqT1vhCrCB6s5sqt23KRYGPYcqU2N5EJ5Q73zEtV8-L2TLJnwTnetSVbYkv9O2eFEi5lQjgYzGMNqpo4DTljGY5s3-78zphefQAL,5504.0
293,Баскетбольная площадка,55.745341,37.7008081,"Москва, Россия, 111024",,
294,Парк у прудов Радуга,55.73157579999999,37.8216423,"ал. Жемчуговой, Москва, Россия, 111402",Aap_uEBtXCxsHcOntZYnt3HCk_dKIYzvJvTPh_RR1go7Y5iDeu6K04kkbkMexxiwpqOKXUyjE0pa3skKd2E0a_7EteTZj7dBTdUQZVVSoct8k4I8LhGvxo7trAlwhdZgtsLpT_W1tBi6_G604oVWAV6gve0zLLdkE9knpGgCkLLvkeG12IO9,2736.0
295,Баскетбольная площадка,55.6969925,37.904762,"ул. Воинов-интернационалистов, 7, Люберцы, Московская обл., Россия, 140013",,
296,Баскетбольная площадка,55.6959175,37.9578549,"Камова ул., 6/2, Москва, Россия, 111674",,
297,Баскетбольная площадка,55.81809670000001,37.5005964,"Зои и Александра Космодемьянских ул., 1с1, Москва, Россия, 125026",,
298,Площадка,55.8403983,37.50555430000001,"Нарвская ул., 16, Москва, Россия, 125499",,
299,Баскетбольная площадка,55.8454705,37.5485912,"с, пр-д Черепановых, 64с1, Москва, Россия, 125183",,
300,Баскетбольная площадка,55.8253089,37.449119,"ул. Свободы, 3А, Москва, Россия, 125362",,
301,Площадка волейбол и баскетбол,55.7870814,37.5324434,"ЦСКА, Москва, Россия, 125252",Aap_uEA45tsaKuh3qwz19DNPz9I57gf9xrHdv-VAMMrzJggQlKgURpqcGH-Py2_5qrjgfq-inf7u9jX8J8zw2UdECySsmmDx0yDXDk-lVAZ6sIFJQ2HSO-IM2Pyp5gQfBd-nJQiQQYSgf23pABpB21MKWjFTzWs9TCpQdVAo47LsgYS4uCB3,2448.0
302,Баскетбольная площадка,55.77114229999999,37.492787,"ул. Мнёвники, 7 строение 2, Москва, Московская обл., Россия, 123308",,
303,Баскетбольная Площадка,55.79815319999999,37.569351,"Петровско-Разумовский пр-д, 16 строение 2, Москва, Московская обл., Россия, 127287",Aap_uEBmknRgl3uxAGFsBK2GetlmbonWLNTbrTS8iVSIAQcAaNqHbMlkgZPggRUFQKkVLi6oos_e3Am7Qu1Sda512zn7uItk_s6_IjF2mfWHhoAeDtIh0GWFHP31p-zVf9VfYd97ytNQkHVKI5fP6s2_CJlFzDbMX4VsXmFUe3WjPFbeH12s,3008.0
304,футбольная и баскетбольная плащадки,55.8630796,37.4509408,"Москва, Россия, 125364",Aap_uECFBa1qx9ZJa0gyPfRntVgZCbggBlG31bSpJe09r559UfBAgxniL9lP9NSjEF20PfXGnKYn76-p6l_ujivRK3UJfrO-tQ9rJHuSufo13JPtxCSl1Z7Ood2ILh5wpIQ2KiekDWTwMI5dJF-AiNoStlTccfYDKYA9Eye6dD7HCO1LNSHz,4032.0
305,Playground Art Court Флакон,55.8055476,37.5852991,"36 стр.5, Большая Новодмитровская ул., Москва, Россия, 127015",Aap_uEAkLaZyUYViocdnyBc08PZBa8yw_CTSiO1j31vXgJj-Sm9IcdlottjTOZPN2gqtIIqmW9y-pPzDNkbomrSs-SRM-ywAQvYwTmqO_utNZGbsrU4BMY2x9k-8HLxQizkh0-hCS68qmOJBPs_vNCt9h8785mRfFRlxN7Buxfroyn3K0nAN,720.0
306,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEDQM5zF_8HkgxKJH5yVaqvcoRiWhKEv_YUj8CA9L22XxeXuELjLJj_CGdhUXgaRVVcN9TrD02-NTCdUqWWrZ04lCIYxxuAxcMWJS_-9tNz1pHQd8qQIDkI_brXteeH4_SwfpUjjv52ZZHvhcYAhQ7X4R8cRhfW5uEJzbjN_BuCLJd93,4898.0
307,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
308,Площадка Баскетбольная,55.89820270000001,37.4744492,"Химки, Московская обл., Россия, 141406",,
309,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
310,Площадка для Баскетбола,55.810033,37.539277,"Большой Коптевский пр., 16, Москва, Россия, 125319",,
311,Баскетбольный центр Дмитрия Пересыпкина,55.784339,37.53163199999999,"Ходынский б-р, 7, Москва, Россия, 125252",Aap_uECuH0BiQswEos3xtohnBe56qW7VwLvWM0nAX4KY2oPN_ewNjfdQMITz72_LgzsqxutKoji8LROUjvdqa_1IK-csPX-XatOAa8ms86bJn7QlVzGx6lqfd1MzzXBtSaStInfkt5Pagfi0Zc5sA-9Dcnm2W9DXPhO8fiCuVhblJHdjSF7w,4639.0
312,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
313,Баскетбольная площадка,55.7470423,37.5498201,"Кутузовский просп., 20, Москва, Россия, 121151",,
314,Баскетбольная площадка,55.77446399999999,37.639961,"Большая Спасская ул., 15, Москва, Россия, 129090",,
315,баскетбольная площадка на территории учебного заведения,55.8069976,37.6428359,"Москва, Россия, 129626",,
316,Баскетбольная Площадка,55.7588677,37.635397,"Москва, Россия, 101000",Aap_uEBOt9fDEZcZqFVLwlsTSfZbx2l9Gr1ewWOunZLHDTekUICwyuvD6WWZHVcq5UVLYUUhF4JEJKWKbXL_6yD3vhYQ3pP08zUJI2uw3zQeaZZQAr8VXI5skRA0OxZhCmxMFAtPNgUeJpdCTqndse2ILrCTL2u46mKXib2wpag_oyDlo12z,4032.0
317,Территория мяча,55.7187752,37.6884088,"Шарикоподшипниковская ул., 13с24, Москва, Россия, 115088",Aap_uEAO7PK8ATWqsv4vqkY-4bKYUEWQuss1q_v0Z5qW5ZD5kASkq3gTLG26NAy99nEDb8QNiIietFrp3GHqbJurbmrRZyml_NOr7XdXUmpt7eDXg1MY-PJPPLEgziAqdgmI7Gn3GR8uBT0uFA5jaxvGXMVD8Y9fVdmV2OQChdzePCREfPuf,2048.0
318,Баскетбольный Центр Playground,55.800827,37.59457889999999,"ул. Складочная, Дом 1, стр.1, Москва, Россия, 127018",Aap_uED805od_qDjDcQJjr1HT7DDMVEVSSCyrCgJV2x9FCqhvxOlRUAOzMqtgYWbc0l4e0BtA227e03Z2ljpv8KY-96y8CUa6sNNzAhmF6fK_S2IUa38LoeTggr868dzjHXUcBUWKsFdjUogf-Xe4cid4LqO98Atv1Twwd9zUXtDHOI2sXsJ,1125.0
319,Футбольно-баскетбольная площадка,55.7014733,37.8143319,"Ташкентская ул., 21 строение 3, Москва, Московская обл., Россия, 109444",Aap_uEBjFDaCHhuQD40QnNr6v1sSJbBL_tOuZs2M4IJ87M5WPrwsKM_vATkjq0dGihXlgc_jKdOv19RGkgs2fwmygZ8GkE4rV0w2GurhDLFzDkxiwfs1vD6tU70xp_BRuQ3s6JN0FozXHPei6zJu2hiuNppXTu3-Cn2i9VyDZLq4PAgBxHVZ,5504.0
320,Площадка Б Ф,55.69022039999999,37.72604949999999,"Шоссейная ул., 8, Москва, Россия, 109548",,
321,Спортивно-игровой центр Playground,55.80050139999999,37.5946005,"ул. Складочная, 1 стр. 1, Москва, Россия, 127018",Aap_uEDuYHO3m4SeeHlg3p8y9UMHSrbyxYPl47dWD77e62dKbnzrmJCvZfe7m3AXyhy9wA4imUUyn7DKR_mrEf7LSbJvp8Q83mxlxX3xQqC3yFUo38HT56Qi4mQs2efU_OvI7hdsqW8fHL4MHzMryGiY8rmQH3eBRkotYDIqfDjhhxP_7u8m,4000.0
322,Любительская баскетбольная академия,55.66207259999999,37.7771116,"Белореченская ул., 47, Москва, Россия, 109469",Aap_uEDe5kgVedq6YMSKmH7lc8Km5Kbo3pJlguZ_LrGxODsvLzXMrRrkdIgKCNnSdMFKY6ohM5kDHMQz408NUviyds3WV3TKoe2Cb8zYSVzho4p2-j2sU0EOkx_vAuhT6wu2wEeiMZItw5xtO3zEbrdwo6IB3jC8uVjPSvisf-Cezwu4cHD-,2448.0
323,Баскетбол,55.790294,37.81270300000001,"Нижняя Первомайская ул., 52с10, Москва, Россия, 105203",Aap_uEDoqsQBzAfM5IR18u34xaCiAM7qw0TSbM5jp1htjsS37UM45N1B0kMdngOM0F5YHBHOpKTWfAyG4FY0FBorow0lPRjF8-zT9ZkZ7ok4PZQS41VBlHc8ryWdBDmlZHyVUrOtNDk-pb8HyDGniqbi4LPCMFzWGZgHMpWpXrPvFJ_z_li4,300.0
324,Баскетбольная Коробка,55.8203827,37.6529199,"ул. Космонавтов, 14, Москва, Россия, 129301",Aap_uEDY78YEqz_s5cvktM0lTyygm5XMX03ecE4jfpdrC90FHOghjxNiY_n9nxDfQsr8xZ1Op2yHiueU_uSrVvFoNTTQZqtFhsSQtWDhizasXpx1FYlcTW2NQoGEYj6bewwFsRwnSmUNbLprlZey3_SD_8tMMk4R-9Naw-umWi6PGlQC0vWS,1280.0
325,Трудовые Резервы ГБУ Спортивная школа олимпийского резерва,55.790571,37.812585,"Нижняя Первомайская ул., 52, Москва, Россия, 105203",Aap_uEA5W4ry9ipAkdzEqbD1I3dRCyK4uNRFG4xXneOXPkAo3a36CO5jtuobemX57nHDZldkTLPoXb2NF8S_bnl-EI04wOVxbviAoJPI75x2V3WHbgbd25H0mTcTjaZ4Py-NUeizhYU0MWd-QcFgw7mrdH-eZOSVBUZg-Cn2MttcPB96N6rX,1920.0
326,"ГБУ ""Жилищник района Восточное Измайлово"" г. Москвы",55.7941017,37.812191,"ул. Первомайская, 107А, Москва, Россия, 105077",Aap_uEBObpevGjJ8eVRruEyMIemB-tVYUHr4OOP21OwbG-uGnnE3tp9EacPo6QgXgfhPWJUHjsendrUJjjaCVPJ-btoq1aPUODjidFiCUlbzZdW1k-cOx5rd_EIhF3lxHgW1JTp6T3Hq7dabjhkLAF8gGzregQHvEMh8Fprq2uQYzBunc4wq,4032.0
327,р-н Измайлово,55.7951194,37.7753283,"р-н Измайлово, Москва, Россия",Aap_uED934DXSQXz6W31xaYQe6PyfKoHAnz9NW3OI6gO53_1PjAu1c8_LsX6RkA4gEvURRilsAM9wueNU4F63XsFWPGysn3B0YWzNCrsEUtzFrpNP_pD9kxpLxPJkJiRW_CTEqAOalaLQDHHIdOeJIvaoR_NphAMXUySZhqc-3i4MoF2-6SD,4618.0
328,Международный аэропорт Внуково,55.59964799999999,37.2712341,"Внуково, Московская обл., Россия",Aap_uEB1Qh7Z38pqRFbjsUUCoZKHCbFJpyS1jbb946BjLhqyHRyP0d6PZAXUytzKDnR1CWjxK45SaFD1bAOZKSy0PyLsfdh9WW64GHs9ZayG5dAN3lxZMhhaEIfYWNyEOhaqlusOq4F43tJjZkKrR9GcNn3e2Mv6nyTX8gUJnMTDNVdDDU0e,4032.0
329,Администрация поселения Вороновское,55.3191515,37.1601661,"ул. Вороново, 31 стр.1, Совхоза Вороново, Московская обл., Россия, 142161",Aap_uED55TTN-lk7NJmqlc8Uh2IsJp4GyTsOmpB-b3PGo6STxsWVMDwXyuKHFeeVEXUgKEIOOrHQCVgUHrdG7cKBWP5ZQSJNuYf6fEHqZZPIi4VCXdIgqQvyTaLBWzkO8855ZhBOAC-Iwpf_Q7h_xHkCSlzHmliihf14kcHV3g8ZhdzfHD3m,3840.0
330,Баскетбольная площадка,55.8252964,37.9474353,"ул. Летная, 10, Балашиха, Московская обл., Россия, 143909",,
331,Спортивная площадка,55.7710403,37.864102,"Unnamed Road, Реутов, Московская обл., Россия, 143960",,
332,Баскетбольная площадка,55.7925798,37.97618569999999,"ул. Твардовского, 13, Балашиха, Московская обл., Россия, 143900",,
333,Баскетбольная площадка,55.7586679,37.860755,"Реутов, Московская обл., Россия, 143964",Aap_uEBr2LHVSlLYWsQVRxG6Gt6uFKF4XuNXkNI4ZS47OBd-kQdesYDF-TbtzxkmeM3oB-gVEy16idcfQyXBpwCSYP6X1VBn9SjtFU8wvYtZ9s_eOoeAmo23YrlpQzBIGij9xKAl0a2LC02MENuQ0WFg70KYETeyh1gGRNj5__JTTBFr7Msd,1024.0
334,Баскетбольная площадка,55.7989385,37.9730311,"пр. Ленина, 40, Балашиха, Московская обл., Россия, 143903",,
335,Баскетбольная площадка,55.7647687,37.8570065,"ул. Советская, 6А, Реутов, Московская обл., Россия, 143960",,
336,Баскетбольная площадка,55.7181028,37.8841411,"ул. Медведева, 6А, Москва, Россия, 111675",,
337,Баскетбольная площадка,55.8083873,38.0538576,"Балашиха, Московская обл., Россия, 142452",,
338,Баскетбольная площадка,55.7096855,37.8881128,"ул. Дмитриевского, 9 строение 1, Москва, Россия, 111675",,
339,Баскетбол,55.790294,37.81270300000001,"Нижняя Первомайская ул., 52с10, Москва, Россия, 105203",Aap_uEBtJCTWzKTMfgiQT4pNKtkQzUATYzN19pXkr0RgjOeNk7ZiRF1iij_VwDog-bFDpm4O4_JlrfDO323VeRLp9DVhmFvq2bKObvcNxhvkjpX-yZpuXbVoysvHzd1XnBzxi4x-WQGlsEgeshMBMPfyPe1edyifJzhXdSnqblrWUkk7GzlA,300.0
340,Баскетбольная площадка,55.7298167,37.8273849,"ул. Вешняковская, 23с2, Москва, Россия, 111539",Aap_uEAPa2Ky4eM1jN44rA9lfd9RKw840q108ySVKvXmNCUJmN3e_1lWVzLvytz5qH4xEAusiGkF4cQ_mseG56LNqX5gHoeKSoKKG5DD_YSYTH1HM8FCsSGUbvFW45TPJgOyPyON0wEosSU8Qha18m0EMuW0HQaIOA6Ymqm64o-qxFo-Zsnk,4000.0
341,Баскетбольная площадка,55.7111903,37.8852867,"Татьяны Макаровой ул., 3 строение 1, Москва, Россия, 111675",,
342,Баскетбольная площадка,55.745341,37.7008081,"Москва, Россия, 111024",,
343,Баскетбольная площадка,55.7277618,37.8276161,"Косинская ул., 4, Москва, Россия, 111538",,
344,Спортивная Площадка,55.8003165,37.6964867,"Москва, Россия, 107076",,
345,Баскетбольная площадка,55.6959175,37.9578549,"Камова ул., 6/2, Москва, Россия, 111674",,
346,Баскетбольная площадка,55.8058083,37.6434521,"Москва, Россия, 129626",,
347,Баскетбольная площадка,55.8185041,37.6497913,"Москва, Россия, 129366",,
348,Игровая площадка,55.747048,37.81452340000001,"Свободный пр., 30 строение 2, Москва, Россия, 111396",Aap_uED-0fC71VMzDAv5kdA0F6-YAB07I2tSMx4i9cFCp7U5a3Uh_7JFtRPkFbgD7BTo05mv8KTpwLLnYdRD9P1ubFAP94wsza7uAKHBjHryPEU-n-oD69gnrPILMQtXN3sO7YbzOKE5xF52zBztoxjC3HceLI9ilBBCq2LyrVo6mPGaWuaK,1280.0
349,Территория мяча,55.7187752,37.6884088,"Шарикоподшипниковская ул., 13с24, Москва, Россия, 115088",Aap_uEAKk2B3QdvRQqJ2PCm_5h54TuwXByfcy_lMqBjUxsREki1dbunX5tGT4Pesk2cuPcsPU78ICMFpqfVmXLvq7y2twg5YGf8bIs08gGufNxNHft4GJk4btn1Qap13z3qV1HF07NbUEcZ-UKH17JsooTVs0SqwaPmptwXEy0JcFDmSL_8D,2048.0
350,Баскетбольная площадка,55.6428615,37.4105834,"Москва, Россия, 119620",,
351,"Фитнес-стадион, волейбольная и баскетбольная площадка, футбольное поле",55.65006380000001,37.3993592,"Солнцевский пр., 5к1, Москва, Россия, 119620",,
352,Баскетбольная площадка,55.6190115,37.4933761,"ул. Теплый Стан, 9 корпус 9, Москва, Россия, 117465",,
353,Баскетбольная Площадка,55.6639091,37.4922033,"Москва, Россия, 119526",,
354,Рижка,55.79205899999999,37.6171161,"ул. Сущёвский Вал, 56, Москва, Россия, 129272",Aap_uEAhg07orRuALzByjecqnyU81AJlcX08D2B6NLOQAWZnO6sYQjbSrJ5qcR27d5rBf23IKox-G93YQjtldn4heyI3o7ORRvETZMtAMR6Lv65xk58Pm6xjgL4fPgXC9LPunZKWMszyyIFG6xczrA3o4Jzg6aUTG-jyFRVMv441tnGu7j3B,4898.0
355,Баскетбольная площадка,55.6279842,37.5237045,"ул. Академика Капицы, 14, Москва, Россия, 117647",,
356,Баскетбольная площадка,55.6424805,37.5142595,"ул. Академика Арцимовича, 7, Москва, Россия, 117437",Aap_uEALz2DCxMsrWNIpyrwxQimaJbVkFZS_Cc5gOa3v9i59zhq2djXq6wMTPHl3iA3pbUzDHHhPjZmPZBVVtGe20XZcv8_cMb22XMAR49iHdQW1waT9oZOpFNfGPSyXQSz6gZ7eMXZFU7BwkixRBR4cW86MCSHZdfrLb_4sQR_5-stk0dhn,4160.0
357,Территория мяча,55.7187752,37.6884088,"Шарикоподшипниковская ул., 13с24, Москва, Россия, 115088",Aap_uEAuP2GmIdjgtZOv030WXSMg58zmmYM6CI4FRnPjzWsg2pWIrlzQ_GYr1u8uWaSobnH5fosbv6OSUeyrPD4FL19QkDzFYK81K4IO7GZcFnYiENw7b4ZK5HU9_trUPTzYK1Xwc_j5k_e_6AYvCwxoBbuIt7Mb-FF2Ybm7OZnopwHf4JM-,2048.0
358,Баскетбольная площадка,55.7742823,37.2435125,"Московская обл., Россия, 143421",,
359,Баскетбольная площадка,55.77114229999999,37.492787,"ул. Мнёвники, 7 строение 2, Москва, Московская обл., Россия, 123308",,
360,Баскетбольная площадка,55.54437799999999,37.533618,"ул. Горчакова, 9к1, Москва, Россия, 117042",,
361,Баскетбольная площадка,55.538165,37.5108119,"ул. Кадырова, 8к3, Москва, Россия, 117042",,
362,Баскетбольная площадка,55.5410371,37.5224866,"ул. Адмирала Руднева, 14, Москва, Россия, 117041",,
363,"Баскетбольная Площадка, 3 корта, 7 колец",55.6982645,37.6686185,"Андропова пр-т, 1а, Москва, Россия, 115432",,
364,Баскетбольная площадка,55.74790059999999,37.5006925,"Физкультурный пр-д, 7/13, Москва, Россия, 121309",,
365,Баскетбольная площадка,55.54828389999999,37.5380928,"Москва, Россия, 117042",,
366,Большая волейбольно-баскетбольная площадка,55.666853,37.54125450000001,"Почта, Москва, Россия, 117393",Aap_uECnfZ6GtE-c9u9lODEm6TdxezChP7YijjuKUlNxGVurEaemJ4-JVIS3Pqix_Vvyi0fcK-E-f-68IZ7IiMWGPN13Mb6RHOBJe-K2JIix4GMiK9oS6mAEL6LJAuUayeGrc17NVA81aIe0K59DArn5ruhJdtnkQL59J5XknCb8l8uCUwzl,5504.0
367,Баскетбольная площадка,55.53445,37.514258,"Южнобутовская ул., 84к2, Москва, Россия, 117042",,
368,Баскетбольная площадка,55.692279,37.5967583,"Москва, Россия, 117449",,
369,Баскетбольная площадка,55.52866700000001,37.5173061,"Чечерский пр., 112, Москва, Россия, 117042",,
370,Универсальная спортивная площадка,55.5274686,37.444157,"Воскресенское, Московская обл., Россия, 142791",Aap_uEBaDH1jpAj_jB_4jCbDQmX2oK6Lxih-joAQp2hEbE5x7bGMCYZvGcxXe50CqD4vgKPyh2AZpMZCngKHzo2Cx3FmrGgOp2XKPuJxx8EWYw5An37ikiarUuyRz8iUXuwCyRZNODhQT0p8zi7F3lz2lwylccS1l6QlqCi-Se6pFMjhvu7j,1000.0
371,Баскетбольная площадка,55.5411911,37.5028795,"Академика Семёнова ул., 21, Москва, Россия, 117041",,
372,Баскетбольная площадка,55.52866700000001,37.5173061,"Чечерский пр., 112, Москва, Россия, 117042",,
373,Баскетбольная площадка,55.538165,37.5108119,"ул. Кадырова, 8к3, Москва, Россия, 117042",,
374,Баскетбольная площадка,55.53445,37.514258,"Южнобутовская ул., 84к2, Москва, Россия, 117042",,
375,Баскетбольная площадка,55.5410371,37.5224866,"ул. Адмирала Руднева, 14, Москва, Россия, 117041",,
376,Баскетбольная площадка,55.5438184,37.5120244,"Академика Семёнова ул., 3, Москва, Россия, 117042",,
377,Баскетбольная площадка,55.54828389999999,37.5380928,"Москва, Россия, 117042",,
378,Баскетбольная площадка,55.54437799999999,37.533618,"ул. Горчакова, 9к1, Москва, Россия, 117042",,
379,Баскетбольная площадка,55.531945,37.5233469,"Чечерский пр., 80, Москва, Россия, 107042",,
380,Баскетбольная площадка,55.549663,37.529569,"ул. Бартеневская, 27, Москва, Россия, 117042",Aap_uEB7GNR9smPrRo1UpYBBlEmNh0xjjQDTAiWQCRd3QdbbPTYVGYmH00BchEs6bdMi2hKsftaXQBQVNj4CPFYUMyJA86EW4zZNN2Iw_YecGhGggc8IygzUR1QoTRVDID2M9h6C1PevfKZ1hmZkYOdaI14Dvo2_cYrn6aISRzG5rm8Mh15T,4608.0
381,Баскетбольная площадка,55.536114,37.518096,"Южнобутовская ул., 76к1, Москва, Россия, 117042",,
382,Баскетбольная Площадка,55.54608400000001,37.554727,"Скобелевская ул., 20, Москва, Россия, 117042",,
383,Баскетбольная площадка,55.5448709,37.5205333,"ул. Адмирала Лазарева, 42к1с1, Москва, Россия, 117041",,
384,Баскетбольная площадка,55.4951561,37.3052784,"Моква@троицк, Заречная ул., 19, Моква@троицк, Московская обл., Россия, 142191",Aap_uEBBnrzw-bck0DBJgkpGBA_RlEEcXhGaPj-bOqgNt4pHApVauCjSGFmXe5USkiZud7PTHtjqcB8a3Pow-EzI3O59UAhzxy2TdXHvlWNIVFLtBVSjWbwxBpb6Oe_bPo6QeLoGa6Q62xYI-cae4Ge9sfD5Udf0XP-z_UqwOLwum4PndFXe,4160.0
385,Баскетбольная площадка,55.536295,37.527726,"Южнобутовская ул., 62, Москва, Россия, 117042",,
386,Баскетбольная площадка,55.53235100000001,37.5254819,"Чечерский пр., 70, Москва, Россия, 117042",,
387,Баскетбольная площадка,55.539491,37.529988,"Южнобутовская ул., 52к2, Москва, Россия, 117042",,
388,Баскетбольная площадка,55.6015165,37.3595368,"ул. Бианки, 4 корпус 2, Москва, Московская обл., Россия, 142784",,
389,Баскетбольная площадка,55.6190115,37.4933761,"ул. Теплый Стан, 9 корпус 9, Москва, Россия, 117465",,
390,Футбольно-баскетбольная площадка,55.7014733,37.8143319,"Ташкентская ул., 21 строение 3, Москва, Московская обл., Россия, 109444",Aap_uEBvEc1m9MOlL6UxhAXRgz5IkfTNANB7LtaJPpG2tt5bRxOEKAfR5mB4RpGPsBAMuaw-fSne1alVY6TsAAZjwF9t9zIner1ce3_doMtREfalHEdRxV4LIRKloGbwSF3fmDOGPSzqlshZZIo08rsGBykC3hsJH1jDferl7LI5H1uZYrqo,5504.0
391,Баскетбольная площадка,55.7091772,37.81002489999999,"Сормовская ул., 12, Москва, Россия, 109444",Aap_uEC1IOYhzKNiDaZPojX7Wp0hhGCvB1_7I99h7fXg44XXIy-jWLWYx3aS6UJZEM6bgVs2I6Jnm63kqhSRpFdRE7lFAe9A9c_EQC7NWHync3ngMTL-k_-nvr5SFmhV8aIqVdEUbO8I-ws6xspiRZ1eiGAU1Jo706D56848nV4Z5wLNdh8P,5504.0
392,Коньково -баскетбольная площадка,55.7171596,37.808682,"ул. Хлобыстова, 16 корпус 2, Москва, Россия, 109542",Aap_uEDIy7h2WSQNgO2-h99S-5ADFFJnUIcF-Zc7Kkhwd8Ykhnd4mSQpxOjbq-tQYMSf56e1SP1LswT0G4p_nxiYwxCvr9OoCTQg5nfXe_6y9UTyZK0F1qQEl0Q1QxlMrOUPwUaVfPPYS7o3HNhslfJ09uZFS0NY7x-rw-7jW_NDGTCjX-IP,5504.0
393,Футбольно - баскетбольная площадка,55.71105799999999,37.816591,"Рязанский пр., 76/2, Москва, Россия, 109444",Aap_uEBTpa9foVG7Hv42ZWuQIQ5JBv1Ef_rpVfpSH2F8ONNlMJAcb3tuUdzfxc8EDV0rdWYdp-F_9h2u99CbcsQ_xz_NuMibVsxl7HHmZm4vAfMS6h1yuDAlMXS4s6jZnES42Q0uvolpZgadrHTEvZr-v1iznPWKE2pU9O7zPl530kT0yowZ,5504.0
394,Баскетбольная площадка,55.7096855,37.8881128,"ул. Дмитриевского, 9 строение 1, Москва, Россия, 111675",,
395,Баскетбол и футбол летом и каток зимой днем и ночью,55.6956703,37.9081592,"к, Комсомольский пр., 19 корпус 2, Люберцы, Московская обл., Россия, 140013",Aap_uEAgWMWOBsVUkla4SP4h9VVUsVldlM8lK_l9VHHXXe0TnJvkFp0Q8ezvGU3FcAFXwmGOIMFtb9T2R85kigGDBVT8rw0yNTslnugmn7SKqnUk2LCkamk_YYjyOLKXDL719DU_xqWGvU6oPRGUGpNi_qOUkH2VfpiM7ZlESTf_KGWe8Hgq,4032.0
396,Баскетбольная площадка,55.7111903,37.8852867,"Татьяны Макаровой ул., 3 строение 1, Москва, Россия, 111675",,
397,Баскетбольная площадка,55.6969925,37.904762,"ул. Воинов-интернационалистов, 7, Люберцы, Московская обл., Россия, 140013",,
398,Баскетбольная площадка,55.7277618,37.8276161,"Косинская ул., 4, Москва, Россия, 111538",,
399,Баскетбольная площадка,55.7298167,37.8273849,"ул. Вешняковская, 23с2, Москва, Россия, 111539",Aap_uEC5vBEwrc0sEjSofykNACZpv0vtNaNAMH80mxSqBfJMeqkgiIsk0mB8k0UgCeHdQTLDtjFf95CztNrBVVSGAI0CiS_pCay1T-L_nACh3ilYGgshTBM2cHiWlDLM4i5SRd6jbeHPEURnGBmx6A0yCzXB6PvI0nicsRgx1P8LtKW2k6P7,4000.0
400,Баскетбольная площадка,55.69435970000001,37.9136289,"Назаровская ул., 1, Люберцы, Московская обл., Россия, 140010",,
401,Баскетбольная площадка,55.7181028,37.8841411,"ул. Медведева, 6А, Москва, Россия, 111675",,
402,Баскетбольная площадка,55.7394583,37.8183914,"ул. Вешняковская, 1 корпус 1, Москва, Россия, 111402",Aap_uECLg54LSGH0_-mC7sk9dHfPqEt794_JTNCmF7LwMVZDQQWtiwKwatTSiGpbhqRk1PIkSQOd_oxeVkjJYW56lVVKSqzcfyhDrtcfCMXWCLhkUGZnmW_LnJkxa2v1S8J9K0VP5ConajpBK96BHsNAdKt1yeK-v04nrVHjCZaIvIGdsCSk,1280.0
403,Баскетбольная площадка,55.6876541,37.9114657,"просп. Гагарина, 10, Люберцы, Московская обл., Россия, 140010",,
404,Баскетбольная площадка,55.6959175,37.9578549,"Камова ул., 6/2, Москва, Россия, 111674",,
405,Баскетбольная площадка,55.7459283,37.7775849,"Перовская ул., 34 строение 2, Москва, Россия, 111141",Aap_uECbBHx8l-LaHHfuNhrqBhr93ZIvbgQ4rw5ZZqV6QQJH0_oU52WHIrfMR_bi39YvdVA7id5vBatSx9WRG1KiF7gBMIuLMKHM7HSMRDHyQ2WcbPehMYsmWdvVAt5p1mVlB3FSXvPBr3ETcc-EmxJVq0a6f68DE_Dz59YbEFDyCZfFqHig,4032.0
